,data,label
5851,:param id: The id of the concept or collection.,1.0
5852,adapt source to a packarray according to the layout of template,1.0
5853,) for ring in gj['coordinates'],0.0
5854,:param hash_algorithm:,1.0
5855,"possible return values are: 11a, 11b, 11g",1.0
5856,pragma: no cover,1.0
5857,"Next, check comments",1.0
5858,"Logger.Write(control.Name, ConsoleColor.DarkGreen, printTruncateLen=0 if showAllName else 30)",0.0
5859,self.cache.add_item(item),0.0
5860,An implementation of Miller–Rabin for checking if a number is prime.,1.0
5861,"allColors = self.GetPixelColorsOfRect(left, top, width, height)",0.0
5862,while not line:,0.0
5863,probs[22] = 1,0.0
5864,if thing in self.agents:,0.0
5865,Construct :class:`ChatMessageSegment` list parsed from a string.,1.0
5866,paragraphs.append(paragraph),0.0
5867,"except (IndexError,):",0.0
5868,_FILE_CACHE[filepath] = _read_file(filepath),0.0
5869,store_name = store,0.0
5870,if not scale_method:,0.0
5871,if step % (epoch_size // 10) == 10:,0.0
5872,"tf_points=[[(-47, -40), (-34, -34), (-17, -33), (0, 0)],",0.0
5873,nameList = [],0.0
5874,objectinfo['gaiaid'] = None,0.0
5875,dS : float,1.0
5876,"new_sg, updated_sg, removed_sg = partition_vifs(xapi_client,",0.0
5877,else:,0.0
5878,L200,1.0
5879,"warnings.warn(""WARNING: `summary_report` parameter is deprecated, use `episode_finished` callback """,0.0
5880,ifDict = dict([]),0.0
5881,"if getattr(func.value, 'id', None) != 'pyconfig':",0.0
5882,:returns: The date object.,1.0
5883,if (start_time < 0 or,0.0
5884,whether or not to immediately show the results,1.0
5885,assert mstridx == -1,0.0
5886,the python classes created in the factory need them to be registered,1.0
5887,enrollment_count = 0,0.0
5888,key = self.cache_key(),0.0
5889,"certificate_or_public_key.ex_key_handle,",0.0
5890,score = 0,0.0
5891,"def get_user_config(project_path, use_cache=True):",0.0
5892,fitmagminind = npwhere(fitmags == npmin(fitmags)),0.0
5893,descriptor[property] = json.load(file),0.0
5894,TARGET can be a media file or an album directory. KEYS are key/value pairs.,1.0
5895,self.project_name = distribution.get_name(),0.0
5896,context.session.add(rule),0.0
5897,artist2.set_data(correlation_matrix);,0.0
5898,>>> pe.encode('Schmidt'),1.0
5899,"burlap.postgres.create_user('dbuser', password='somerandomstring')",1.0
5900,else:,0.0
5901,for line in file:,0.0
5902,"plots=[221,223,222,224]",0.0
5903,self.launch_if_ready(task_id),0.0
5904,pass,0.0
5905,for i in range(self.inputSize):,0.0
5906,if realm_entry is None:,0.0
5907,extract_stack() as a formatted stack trace to the given file.,1.0
5908,def rfc2426(self):,0.0
5909,`data`: JSON serializable dict that will be stored in the remote storage.,1.0
5910,return s,0.0
5911,SyntaxError,1.0
5912,overlen = len(cutters[0][0]) + lenbar + 1,0.0
5913,"for i,atom in enumerate(self.atoms):",0.0
5914,* the number of runs,1.0
5915,"sim.step(1, mask=mask)",0.0
5916,"for i, line in enumerate(slopes):",0.0
5917,":param goal: goal to achieve, either 'maximize' or 'minimize'",1.0
5918,Release the modifiers,1.0
5919,:param far: Far plane in projection,1.0
5920,results.append(self.data),0.0
5921,"This is DIPPR Procedure 7A: Method for the Surface Tension of Pure,",1.0
5922,"return INPUT(InputType.Keyboard, _INPUTUnion(ki=structure))",0.0
5923,"print(""Installing Python module..."")",0.0
5924,"lab_dump(ann, comment, filename, sep, comment_char)",0.0
5925,"offset_index=0,",0.0
5926,if newfd >= len(self.files):,0.0
5927,save_cmd_pngs=False):,0.0
5928,>>> c.load_name_count,1.0
5929,self.connection.autocommit = True,0.0
5930,"edge_model = GraphLasso(alpha=alpha, max_iter=max_iter)",0.0
5931,"idx = np.random.randint(len(returns), size=len(returns))",0.0
5932,-------,1.0
5933,"Put and return the only unique identifier possible, its path",1.0
5934,try:,0.0
5935,"g = parse_ndxlist(make_ndx_captured(n=ndx, **kwargs)[1])",0.0
5936,"missing_emails: List of unique emails which were in the original list, but do not yet exist as users",1.0
5937,worker_id : str,1.0
5938,"if not hasattr(new_data, 'dtype'):",0.0
5939,self.declaredHTMLEncoding = newCharset,0.0
5940,"def setup_a_alpha_and_derivatives(self, i, T=None):",0.0
5941,"timeStep = t, and we cache that set of candidates.",1.0
5942,"if not hasattr(self, '_module'):",0.0
5943,">>> decode_seq = [start_id, a, b] <-- sequences_add_start_id(input, start_id, True)",1.0
5944,return ret,0.0
5945,str,1.0
5946,"glbl_nms = ['ilm-scale', 'ilm-xy-0-0', 'bkg-xy-0-0', 'offset']",0.0
5947,"if ((isinstance(lcdict, (tuple, list))) and",0.0
5948,data_offset=2 ** 32),0.0
5949,HLA-A*01:01 1   4   12  9   NTVATLYCV   6829.04 20,1.0
5950,"""${HOME}"" : home_dir,",0.0
5951,n_row = CNN.shape[0],0.0
5952,"Nonrandomness constants of each compound interacting with each other, [-]",1.0
5953,uniform prior.,1.0
5954,try:,0.0
5955,"have a ""predicted"" field - which is the field that contains the",1.0
5956,if(cond):,0.0
5957,"['symbol', pd.TimeGrouper('D')]).sum()['amount'])",0.0
5958,pk = tuple(spl),0.0
5959,"elif not isinstance(value, dict):",0.0
5960,em_bits = key_length - 1,0.0
5961,-------,1.0
5962,"""description"": ""Kibiter version""",0.0
5963,if await self.path_io.is_dir(path):,0.0
5964,A pre-release dev version of nupic.bindings is installed.,1.0
5965,":param source: Formula and phase of the original compound, e.g.",1.0
5966,%s\nDo you want to ',0.0
5967,device_id = port_attrs['device_id'],0.0
5968,The longest token in the source scheme has length `max_key_length_from_scheme`. Iterate,1.0
5969,Identifiers for the jobs.,1.0
5970,loops = 0,0.0
5971,"ax_rolling_beta = plt.subplot(gs[i, :], sharex=ax_rolling_returns)",0.0
5972,"""searchAreaWkt"": aoi_wkt}",0.0
5973,go_down = True,0.0
5974,event_types_to_register.add(t),0.0
5975,for s in _getSources():,0.0
5976,cluster = list(),0.0
5977,"opt_attrs = ('first_name', 'last_name', 'full_name',",0.0
5978,"canvas = toyplot.Canvas(height=panel.kwargs['height'], width=panel.kwargs['width'])",0.0
5979,return val,0.0
5980,"to print_exception().  The return value is a list of strings, each",1.0
5981,patternOverlap:       Max number of bits of overlap between any 2 patterns,1.0
5982,mask columns that contain Ns,1.0
5983,max_cluster_root = root,0.0
5984,"path = os.path.join(dir_, name)",0.0
5985,if base1024:,0.0
5986,"Each 3-cycle is returned once, with nodes in sorted order.",1.0
5987,"print >> csv, ""startTime, "",",0.0
5988,"validate_model(cursor, model)",0.0
5989,"_add_info(mol, curr_sec, mol.atoms)",0.0
5990,defaultIREncoding = encoding,0.0
5991,if permission in command_permissions),0.0
5992,for rec in self._header_struct:,0.0
5993,----------,1.0
5994,Convert it here to become unambiguous,1.0
5995,"xyz = np.column_stack((cosra*cosdecl,sinra*cosdecl, sindecl))",0.0
5996,"marker = ""; Gromacs auto-generated entries follow:""",0.0
5997,unique checkpointID,1.0
5998,from rules.loader import import_rules,0.0
5999,return [],0.0
6000,"""Invalid assay: An assay with that name already exists."")",0.0
6001,subject_line = _('Code Management - Request for Codes by {token_enterprise_name}').format(,0.0
6002,base_rate = rate/np.log(base),0.0
6003,sensor = self._getSensorRegion(),0.0
6004,"return CompiledFormatDict(fmt, names).unpack_from(data, offset)",0.0
6005,app = app.AXParent,0.0
6006,A byte string of a blob to pass to advapi32.CryptImportKey(),1.0
6007,directories += dirs,0.0
6008,if nout is None:,0.0
6009,catalog_uuid=enterprise_catalog_uuid,0.0
6010,"with open(__debugflag__, 'w') as dfile:",0.0
6011,phasesortind = np.argsort(iphase),0.0
6012,"signals.email_verified.send(email=self.email, sender=self.__class__)",0.0
6013,returns:,1.0
6014,raise RuntimeError('Could not connect to Arduino'),0.0
6015,"evidence=d.get(EVIDENCE),",0.0
6016,Returns,1.0
6017,``lincs_iter = 4``.,1.0
6018,>>> str(normalize_name('a-name')),1.0
6019,ansi_r = 36 * round(r / 255.0 * 5.0),0.0
6020,"except (ValueError, OverflowError) as e:",0.0
6021,return ret,0.0
6022,"The output dict contains all the plots (magseries and phased magseries),",1.0
6023,"axis([-0.5,0.5,-60,0])",1.0
6024,Get pull function code string,1.0
6025,errors = {key: [] for key in keys},0.0
6026,"word = word.replace('ß', 'ss')",0.0
6027,return,0.0
6028,if handshake_result in handshake_error_codes:,0.0
6029,from cloudaux.gcp.auth import get_client,0.0
6030,Using a list of class attributes so make a list of redshifts for now.,1.0
6031,except Exception as e:,0.0
6032,"to be found, and if the timeout is zero then it will not wait at all and",1.0
6033,:param soft_bits:,1.0
6034,return value,0.0
6035,Taken from pydoc.pipepager:,1.0
6036,"read1[1] = read1[1][:-overlen] + ""\n""",0.0
6037,:raise BumpAccident: for any bump errors,1.0
6038,global __modules,0.0
6039,handling in requests. If we pass a file like object to data that,1.0
6040,'Failed to make a request to {x}/{y} marathon-lb instances: ',0.0
6041,"return _convert_points_to_shapely_line_string(self.exterior, closed=closed, interpolate=interpolate)",0.0
6042,if build_targets is not None:,0.0
6043,D = master_psk + m * B,1.0
6044,for fname in files:,0.0
6045,newN = psd.size/_slice,0.0
6046,q2 = Group.query.join(GroupAdmin).filter_by(,0.0
6047,"x, y = theta",0.0
6048,:return: 返回sha1签名的hexdigest值,1.0
6049,lang : str,1.0
6050,"res[2].T,",0.0
6051,"underlay_source_paths,",0.0
6052,+ subdir,0.0
6053,"for strings, which return False unless `strok` is True",1.0
6054,self.all_methods = set(methods),0.0
6055,"This sets the column to sort the results by. For cone_search, the",1.0
6056,if is_zipfile:,0.0
6057,@param[in] argv (tuple): Index of the oscillator in the list.,1.0
6058,pair.,1.0
6059,token (string); Access token,1.0
6060,func: function,1.0
6061,"self.current.insert(idx, cur)",0.0
6062,"def rebuild_auth(self, prepared_request, response):",0.0
6063,query_parameters = {,0.0
6064,Default: False,1.0
6065,"raise TemplateSyntaxError(""'%s' takes no arguments"" % bits[0])",0.0
6066,"y, m, d = BaseDate.to_ymd(d)",0.0
6067,Run a fit for each galaxy from the previous phase.,1.0
6068,\f],1.0
6069,"'ss',",0.0
6070,try:,0.0
6071,return newlist[:N],0.0
6072,"return func(*new_args, **new_kwargs)",0.0
6073,if x.size <= 1e4:,0.0
6074,"right name and namespace, but no attributes or content.",1.0
6075,"if os.path.exists(os.path.join(lcbasedir,",0.0
6076,topology.register_watch(self.setTopologyInfo),0.0
6077,if t < 0.0:,0.0
6078,"def lookup_stdout(self, pk=None, start_line=None, end_line=None, full=True):",0.0
6079,"sma = _get_value('sma', medianparams, fixedparams)",0.0
6080,if response.status_code == 200:,0.0
6081,if Regex.ITRANS_OR_VELTHUIS_ONLY.search(text):,0.0
6082,"for i in range(ind_T1, ind_T2):",0.0
6083,networkx.Graph: predicted skeleton of the graph.,1.0
6084,automatically - .png or .pkl),1.0
6085,inverse_noise_map : ndarray,1.0
6086,headers['Content-Type'] = 'application/json',0.0
6087,:type parent: str,1.0
6088,item = adj_dict.popitem(),0.0
6089,def _new_dynspace(,0.0
6090,"raise ImportError(""Requested compress mode is lzma and could not find a module providing lzma support. Tried: 'lzma', 'backports.lzma', 'lzmaffi' and none of these were available. Please install one of these, or to use an unlisted implementation, set IndexedRedis.fields.compressed._lzmaMod to the module (must implement standard python compression interface)"")",0.0
6091,Args:,1.0
6092,"logger.info(""Loading %s as a %s elf"" % (filename, cgc.arch))",0.0
6093,The Security event message is used to indicate events that apply to a security. A Security event message will be sent whenever such event occurs,1.0
6094,self.package = importlib.import_module(self.name),0.0
6095,params.VF = 1.0;,0.0
6096,The period to phase the mag/flux time-series at. stimes.min() is used as,1.0
6097,build clusters for aligning with muscle from the sorted bam file,1.0
6098,"[num_inds] element array or slice(0, None) of the model",1.0
6099,"_string_at((current + 2), 2, {'OM', 'AM'})",0.0
6100,if self._m_degree(word[:-7]) > 0:,0.0
6101,update_dict['description'] = description,0.0
6102,"course_run_id,",0.0
6103,return await ctx.send('Nothing queued.'),0.0
6104,essay_score must be an int.,1.0
6105,UnhashableKeyException(UnpackException):,1.0
6106,----------,1.0
6107,if key_info.bit_size > 1024:,0.0
6108,-------,1.0
6109,>>> import cobra.test,1.0
6110,checkplotdict['varinfo']['features']. This uses the function,1.0
6111,"raise ValueError('Cannot set palette and ' + ', '.join(legacy))",0.0
6112,"generated_variables[i]],",0.0
6113,index_median_second = sorted_cluster[relative_index_median + 1],0.0
6114,error_msg = d['error'],0.0
6115,"tempdir = util_platform.ensure_app_cache_dir('ubelt', '_win32_can_symlink')",0.0
6116,if key == 'a':,0.0
6117,"""queue/%s/fraction_of_%d_full"" % (values_queue.name, capacity),",0.0
6118,def __load_jams_schema():,0.0
6119,return decorator(function),0.0
6120,"isRepoFile,fileOnDisk, infoOnDisk, classOnDisk = self.is_repository_file(relativePath)",0.0
6121,res = advapi32.CryptSetKeyParam(,0.0
6122,return order,0.0
6123,fmagmads.append([fmoments[x]['mad'] for x in magcols]),0.0
6124,"dfilter = io5[""duplicates""]",0.0
6125,"df = speeches.fetch(range_start, range_end)",0.0
6126,"im_test_B = load_image_from_folder(os.path.join(path, filename, ""testB""))",0.0
6127,Struct array,1.0
6128,Nothing.,1.0
6129,def binpath(*paths):,0.0
6130,the number provided as the sigma-multiplier to cut out from the input,1.0
6131,'query: %s\n',0.0
6132,"'mags':epdmags,",0.0
6133,"'prefix': self.get_prefix(),",0.0
6134,tmp_confs = yaml.load(conf_file),0.0
6135,:param str wif: Encrypted key,1.0
6136,"denf = fft(den, NFFT)",0.0
6137,"default=0,",0.0
6138,"return OAuth2DecoratorFromClientSecrets(filename, scope,",0.0
6139,:param queryparams: The query string parameters,1.0
6140,"('max_cluster_size', 'uint32'),",0.0
6141,is_system = (match.group(1) == '<'),0.0
6142,of the output from the hash_algorithm,1.0
6143,"this bandpass, use None for the value of `twomass_dust_key`.",1.0
6144,if (h < hrg) or (w < wrg):,0.0
6145,Gets the Classic Link details about a VPC,1.0
6146,"""{enrolled_in}. When these learners create an account, they will """,0.0
6147,localize variable access to minimize overhead,1.0
6148,"return pd.DataFrame(records, columns=(",0.0
6149,eigen_reverse_lookup = {},0.0
6150,----------,1.0
6151,"scale=ZScaleInterval(),",0.0
6152,elif 'Compare' == key:,0.0
6153,"reset chunkseqs, chunkedge, cloc",1.0
6154,inputVector = inputs['auxDataIn'][0].wvector(0).array(),1.0
6155,majrule called bins,1.0
6156,return g,0.0
6157,if thread.is_alive():,0.0
6158,def get_path_variables(**kwargs):,0.0
6159,specification.is_build or,0.0
6160,"file_md5, file_md5_64 = s3_key.get_md5_from_hexdigest(hashlib.md5(file_data).hexdigest())",0.0
6161,else:,0.0
6162,Update the profile with the new labels.,1.0
6163,"def indent_css(f, output):",0.0
6164,:rtype: PYBOSSA Project,1.0
6165,if not language_check_dir:,0.0
6166,elif key == 't0':,0.0
6167,"'date = ""{}""\n'.format(date.today().isoformat()),",0.0
6168,if result > 0:,0.0
6169,"calculator = lambda index1, index2: data[index1][index2]",0.0
6170,"revision, and recipe_type.",1.0
6171,lastID=ID,0.0
6172,axes = list(range(a.ndim)),0.0
6173,Pk += float(factorial(k))/(factorial(e)*factorial(k-e))*p**e*(1-p)**(k-e);,0.0
6174,"rsa,",0.0
6175,-----,1.0
6176,"Prefered sources are 'IUPAC' for organic chemicals, and 'MATTHEWS' for",1.0
6177,"kls = getattr(getattr(value, '__class__', ''), '__name__', '')",0.0
6178,---------,1.0
6179,waitTime: float.,1.0
6180,"def _menuItem(self, menuitem, *args):",0.0
6181,caching),1.0
6182,"def persist_trash_info(self, basename, content, logger):",0.0
6183,firstOrderCumProb = dict(),0.0
6184,"parent=os.path.basename(parent).replace("".abf"","""")",0.0
6185,return '',0.0
6186,"finally, return the consolidated lcdict",1.0
6187,rename file,1.0
6188,:Parameters:,1.0
6189,"x = [maps.get(item, item) for item in _to_gen_(iterable)]",0.0
6190,"type=inputFieldMeta.type,",0.0
6191,s.append(self.n.given),0.0
6192,"stats.numCompletedEOF,",0.0
6193,mint = 1 - t,0.0
6194,"Reverses the effects of the :meth:`dump` method, creating a NoteItem",1.0
6195,track = self.queue.pop(randrange(len(self.queue))),0.0
6196,"queryset = super(ValidPasswordResetTokenManager, self).get_queryset()",0.0
6197,hangouts_pb2.RemoveUserRequest(,0.0
6198,else:,0.0
6199,"if queue.startswith(""https://"") or queue.startswith(""http://""):",0.0
6200,from . import __url__ as sigal_link,0.0
6201,raise ValueError,0.0
6202,"'success',",0.0
6203,expected_height = int(self.buffer_width / self.aspect_ratio),0.0
6204,"as possible: it accepts either a FS URL or a filesystem instance, and",1.0
